,O,D,f,r,tol
230,POINT (905786.4138965904 6275205.903739642),POINT (909941.610251989 6274810.632364143),0.00032542202580829795,10000.0,0.2
231,POINT (902526.8563334947 6283138.7736082915),POINT (902780.66575049 6284863.93700638),0.0013244207484716243,10000.0,0.2
232,POINT (903992.6947103557 6293968.292194163),POINT (903112.2670271089 6297497.389078796),0.0014624730511113677,10000.0,0.2
233,POINT (905472.7963531393 6280597.974196151),POINT (905683.2960879119 6279727.335271599),0.0009876623674169086,10000.0,0.2
234,POINT (909622.1632619936 6281532.463550432),POINT (908542.7291417895 6282382.25480081),0.0016033289207934517,10000.0,0.2
235,POINT (910592.8539507801 6292111.185969704),POINT (906546.9240607257 6288329.390668752),0.0038599656682974204,10000.0,0.2
236,POINT (913132.801644607 6287139.886334613),POINT (913157.3225680154 6286385.822567971),0.0009668474431310483,10000.0,0.2
237,POINT (899256.2480833929 6293757.93316444),POINT (908420.0680256921 6292279.46465504),0.0006476466080575847,10000.0,0.2
238,POINT (901960.6284306669 6274420.608401542),POINT (897825.2949688695 6275322.92411931),0.00073154990100946,10000.0,0.2
239,POINT (914399.5021711491 6291418.911862891),POINT (913757.9527350421 6294575.478454962),0.0018095420264713999,10000.0,0.2
240,POINT (912615.0971777104 6293006.800188859),POINT (914576.9633910577 6297566.857272804),0.003349508718238429,10000.0,0.2
241,POINT (912930.1643075851 6292129.074486513),POINT (903750.7080519747 6289162.487893191),0.0027852227115420266,10000.0,0.2
242,POINT (911515.039628577 6292489.36772457),POINT (912156.9888907601 6293607.7895016465),0.0036444613214358336,10000.0,0.2
243,POINT (905771.1045660655 6282626.670239221),POINT (904380.9283526272 6286709.323219212),0.0010467799913864634,10000.0,0.2
244,POINT (910286.5032672632 6288638.285498921),POINT (909656.4560400718 6289546.263866467),0.002565593453358321,10000.0,0.2
245,POINT (899609.5538323243 6286364.999501804),POINT (899343.3362823428 6283779.262250405),0.0005338655785182887,10000.0,0.2
246,POINT (890963.5187346898 6278645.186638164),POINT (901902.7255757983 6290298.8726464845),0.0003367477591499483,10000.0,0.2
247,POINT (912716.8088635716 6276587.822871154),POINT (909837.7244363904 6273847.290173745),0.0011752482596879509,10000.0,0.2
248,POINT (907239.8229268698 6291435.077471379),POINT (912926.1927695507 6293647.624409901),0.003634308031320059,10000.0,0.2
249,POINT (906579.5940660904 6292414.978221785),POINT (901765.2562466739 6294339.843617916),0.0030506922705024466,10000.0,0.2
250,POINT (905069.6632440399 6287912.175453221),POINT (894530.6858142137 6286785.48466498),0.001743599378758086,10000.0,0.2
251,POINT (910881.1955343697 6285025.912069678),POINT (911782.1740187295 6289771.992896558),0.0010908983235564356,10000.0,0.2
252,POINT (905304.5024032088 6290808.988079216),POINT (909657.0524002898 6293860.659597311),0.0033344238599796114,10000.0,0.2
253,POINT (908225.7789737077 6289867.358185484),POINT (913122.0312145886 6289941.845472462),0.003568079137619407,10000.0,0.2
254,POINT (908391.9104408395 6290817.051446735),POINT (908500.8386299049 6291077.670751795),0.003972635218034845,10000.0,0.2
255,POINT (901960.6284306669 6274420.608401542),POINT (899818.0790629488 6285664.13040281),0.00073154990100946,10000.0,0.2
256,POINT (899806.6398535483 6291431.490359714),POINT (909464.0089186255 6294302.304544946),0.0008109350070205185,10000.0,0.2
257,POINT (904389.945094896 6291635.006205522),POINT (909274.9567353532 6293619.334048956),0.003368423804102197,10000.0,0.2
258,POINT (903429.2515263872 6281140.395101601),POINT (905066.3122904451 6288198.843827931),0.0011696151084141001,10000.0,0.2
259,POINT (901397.024279831 6277621.490730868),POINT (902424.1713267385 6277181.608656867),0.0008386842786429109,10000.0,0.2
260,POINT (898547.1969287428 6277216.9494408015),POINT (901991.4657076319 6281430.945989253),0.0008400590724509823,10000.0,0.2
261,POINT (891762.1739630147 6284013.826884301),POINT (895942.6384614412 6284702.672985136),0.001125749535626303,10000.0,0.2
262,POINT (918546.3142570059 6296581.436514961),POINT (911646.998973639 6297986.919709973),0.0007159980016683137,10000.0,0.2
263,POINT (909358.763918353 6280562.315516645),POINT (910862.8260513736 6280003.964895988),0.0014113096882696669,10000.0,0.2
264,POINT (913553.8620504292 6296489.448832262),POINT (906540.7173758962 6292202.492178448),0.003073600693249934,10000.0,0.2
265,POINT (909995.3742282814 6275151.709296066),POINT (910302.5089358953 6274568.4072641395),0.0013744078574774044,10000.0,0.2
266,POINT (898949.557143288 6303474.2343164),POINT (898315.322545449 6300663.426807683),0.0002616080006718921,10000.0,0.2
267,POINT (904276.269126493 6286435.433050576),POINT (912332.3743166325 6296200.747220392),0.0017932842469065137,10000.0,0.2
268,POINT (908804.0576743844 6282549.239128478),POINT (903145.454110198 6285117.736201873),0.0018443637790168936,10000.0,0.2
269,POINT (911691.3483401947 6288275.5048479345),POINT (911569.9924123143 6291156.554705076),0.0017755139292407226,10000.0,0.2
270,POINT (908489.5959992751 6284915.570116722),POINT (908186.2254017908 6289448.195634899),0.001418944436088507,10000.0,0.2
271,POINT (904077.1871449514 6289225.87534865),POINT (915042.2850831812 6294377.3230067175),0.002154704628133312,10000.0,0.2
272,POINT (904354.9462743273 6286570.350848947),POINT (901767.5142675431 6285559.761500783),0.0017786897789363102,10000.0,0.2
273,POINT (911598.3685620863 6282005.46206104),POINT (914362.3475773562 6282622.004093422),0.0013101710002433905,10000.0,0.2
274,POINT (909327.134669797 6293512.961111822),POINT (904911.2678785373 6291542.145519534),0.004266386581128701,10000.0,0.2
275,POINT (899629.6155606871 6273987.561903911),POINT (900559.9220470113 6273492.556650456),0.001363739054406956,10000.0,0.2
276,POINT (913600.8406628736 6293482.687495355),POINT (910556.4805064399 6294096.674324567),0.0028794198644420993,10000.0,0.2
277,POINT (915542.2776107918 6289605.635800727),POINT (912733.3634554483 6291258.363995856),0.000882504741589491,10000.0,0.2
278,POINT (904175.4280512378 6290619.932331724),POINT (905553.9070027294 6293239.384863881),0.0031727251742608674,10000.0,0.2
279,POINT (906473.9676886718 6287644.254851511),POINT (895229.6039283946 6284206.719279798),0.0015868305211513636,10000.0,0.2
280,POINT (900224.5175891134 6303959.064003133),POINT (897070.7381742235 6293151.8493666435),0.00015008084776396604,10000.0,0.2
281,POINT (911744.9904498381 6281027.069932894),POINT (911911.4180738344 6278647.117915912),0.001569530675418823,10000.0,0.2
282,POINT (903869.8206846883 6291464.405872548),POINT (912354.6532818178 6297093.583018577),0.0030971980109044447,10000.0,0.2
283,POINT (915456.0278087838 6297415.238804454),POINT (910254.938230494 6296391.994896849),0.001774034532206116,10000.0,0.2
284,POINT (910444.6879168774 6273362.473238694),POINT (911826.901738551 6274339.4032060895),0.0015489847201547013,10000.0,0.2
285,POINT (912809.4687358107 6296494.813392399),POINT (901038.0373056072 6298924.533126598),0.003296605146807878,10000.0,0.2
286,POINT (906769.7667842596 6289146.83692511),POINT (906265.980589399 6291815.000605406),0.002460365069284293,10000.0,0.2
287,POINT (910554.6420886709 6294495.163050741),POINT (911966.0911735652 6292326.813230857),0.0041218447408598044,10000.0,0.2
288,POINT (908350.5752946988 6292795.745805891),POINT (908486.9657146937 6291205.410416044),0.004130728454561011,10000.0,0.2
289,POINT (914919.1178812062 6273535.130815977),POINT (903438.4396099537 6282204.968456799),0.0002297890334744136,10000.0,0.2
290,POINT (905023.5919827202 6291816.604237085),POINT (909069.985096836 6288035.357068333),0.003379852488517769,10000.0,0.2
291,POINT (899821.9316691023 6280516.742721433),POINT (905441.8752457437 6281441.139157442),0.00041332244713586673,10000.0,0.2
292,POINT (894181.1769675897 6284215.288110732),POINT (896186.4350248654 6286698.147067125),0.0014255924216068452,10000.0,0.2
293,POINT (899117.1363050686 6274962.975772237),POINT (900690.7784554844 6273290.303195626),0.001517021602061444,10000.0,0.2
294,POINT (894160.334473876 6284044.93693732),POINT (896608.926768204 6285796.802285207),0.0013991902674284466,10000.0,0.2
295,POINT (890741.9085969613 6282176.348338962),POINT (893268.251087433 6284195.441011695),0.0008407285831476153,10000.0,0.2
296,POINT (911267.7569434475 6285692.928105491),POINT (909359.6042661775 6280625.486009367),0.0010497056749515764,10000.0,0.2
297,POINT (910302.5089358953 6274568.4072641395),POINT (912728.872901475 6276762.740471087),0.001498889935470966,10000.0,0.2
298,POINT (899742.2313254604 6295735.003687842),POINT (903259.2646345706 6300879.31063816),0.0004978860836747591,10000.0,0.2
299,POINT (914411.0753907978 6296687.30662637),POINT (914313.9114083047 6294694.383200727),0.002646076220097281,10000.0,0.2
300,POINT (917985.4753897883 6298640.5619410835),POINT (913202.9725006679 6295923.160677405),0.0005326801950528057,10000.0,0.2
301,POINT (906110.1488597885 6292046.771776548),POINT (907433.8716631297 6291363.6488371305),0.003160154519604346,10000.0,0.2
302,POINT (897500.3938053447 6299658.998159321),POINT (895885.5159961492 6299774.781921059),0.0010440856341698208,10000.0,0.2
303,POINT (896493.8168101427 6286729.511478279),POINT (911356.6079898627 6296240.554027517),0.0010136365531102749,10000.0,0.2
304,POINT (908055.1196517216 6293137.442571599),POINT (910299.3733563023 6288916.509362206),0.003682403936643524,10000.0,0.2
305,POINT (903007.0453071714 6301603.247681154),POINT (902935.6808010356 6300343.619565765),0.0005832412132300551,10000.0,0.2
306,POINT (910958.5015216494 6292859.720322097),POINT (910796.7738177823 6292337.221643507),0.004069697526074773,10000.0,0.2
307,POINT (912221.1510711393 6295003.468985014),POINT (912725.5727044442 6295055.607317904),0.004228892239706171,10000.0,0.2
308,POINT (913773.5029032654 6296944.906348495),POINT (909277.7343979625 6294253.36343074),0.00269985364231247,10000.0,0.2
309,POINT (902670.6844659183 6290624.693870263),POINT (905895.8669699482 6290988.010346975),0.002032743293016056,10000.0,0.2
310,POINT (898031.9654833004 6276193.353498818),POINT (898258.3174757606 6275189.926634942),0.0008907868327408177,10000.0,0.2
311,POINT (902008.1014424291 6279518.54528632),POINT (903877.3662926259 6281169.101591696),0.0009459365671459738,10000.0,0.2
312,POINT (911308.4844117949 6297358.713183956),POINT (907395.9291768759 6284751.634811139),0.002197522178619183,10000.0,0.2
313,POINT (900139.3125545275 6289683.993108298),POINT (905430.6153278621 6280070.611038597),0.0009452103300203279,10000.0,0.2
314,POINT (908781.5455920887 6289338.491506934),POINT (907770.3084045721 6289863.604865208),0.0034040275246065925,10000.0,0.2
315,POINT (912271.9907970718 6294251.414454867),POINT (910613.2326177541 6293467.722351552),0.004147113683704614,10000.0,0.2
316,POINT (898007.0823158165 6285079.728752265),POINT (904378.2667289947 6291761.106539551),0.0008091367450577063,10000.0,0.2
317,POINT (894276.5928185243 6284075.322334444),POINT (908285.8429779084 6281896.414613552),0.0013905139563062032,10000.0,0.2
318,POINT (909615.1551010681 6295031.621053267),POINT (909129.5851089325 6293149.084498659),0.0030111732883218926,10000.0,0.2
319,POINT (901589.5026164823 6290296.423028965),POINT (908590.9973827564 6285009.0398629755),0.0014062861610933527,10000.0,0.2
320,POINT (912385.9329728317 6291472.636035404),POINT (912567.6866031075 6292754.649014279),0.002858979046089746,10000.0,0.2
321,POINT (903766.5262221133 6286430.832003339),POINT (904928.7012815971 6286638.475633729),0.0017481245262112167,10000.0,0.2
322,POINT (898568.8125244142 6274541.804530703),POINT (910665.2397546119 6271601.556702953),0.0013716553815307983,10000.0,0.2
323,POINT (912160.3402296954 6293385.821138183),POINT (906730.2486362973 6291953.719952157),0.003832884424372587,10000.0,0.2
324,POINT (911458.112721672 6297010.892073868),POINT (910314.7444373218 6293426.773878057),0.002663807565286744,10000.0,0.2
325,POINT (911198.7025476049 6284639.237661242),POINT (902975.9133874939 6301240.820178042),0.0010453014425472926,10000.0,0.2
326,POINT (914341.7128865697 6289806.055630885),POINT (915106.5796729394 6290867.215378275),0.001427551078695112,10000.0,0.2
327,POINT (906846.2536426254 6271280.078733903),POINT (907304.0192275312 6285105.154640276),0.0005579716018759885,10000.0,0.2
328,POINT (898075.5379039551 6286048.983537493),POINT (896241.7005671281 6284194.236291183),0.0006667852920867188,10000.0,0.2
329,POINT (907588.8960845349 6293021.403218074),POINT (909210.3176335829 6291925.206909648),0.0033280629721172063,10000.0,0.2
330,POINT (897959.6535005393 6283289.042823532),POINT (891942.5181642233 6278539.234730391),0.0008220567099619091,10000.0,0.2
331,POINT (903370.7880590186 6295786.745940607),POINT (903382.5723615158 6295579.870109342),0.0008216352672473793,10000.0,0.2
332,POINT (908930.598748008 6285686.781202955),POINT (910744.8526483192 6285856.673806636),0.0013638579025903028,10000.0,0.2
333,POINT (910557.9023727821 6282315.6375544295),POINT (911585.6264513121 6281934.951467594),0.0014120893259441337,10000.0,0.2
334,POINT (912362.7735020892 6296836.718646817),POINT (912593.6455929924 6297453.085424147),0.003044917778680028,10000.0,0.2
335,POINT (905290.5768076237 6291096.268005364),POINT (912845.4343204664 6293437.540088017),0.0034276526478797527,10000.0,0.2
336,POINT (900042.274795347 6271807.879864145),POINT (899637.5868205391 6289884.090237597),0.0006562576712793713,10000.0,0.2
337,POINT (909040.275632395 6278691.23593639),POINT (908223.2694916336 6283280.303489035),0.0011249847485504214,10000.0,0.2
338,POINT (896811.4342685267 6300554.06703712),POINT (898443.1620720851 6301257.5332685895),0.0011675997202595348,10000.0,0.2
339,POINT (912960.609034028 6292468.510087627),POINT (913478.5139697057 6292699.483208815),0.002886099642412104,10000.0,0.2
340,POINT (906416.7685809722 6288320.868409343),POINT (895162.8807086805 6288469.502046648),0.001892593484946597,10000.0,0.2
341,POINT (905790.0057865024 6294229.153997853),POINT (907800.1226612852 6285665.949868853),0.0012226953050777248,10000.0,0.2
342,POINT (902661.7814988379 6296134.738420617),POINT (912675.9203771877 6281145.706494028),0.0006926748655460423,10000.0,0.2
343,POINT (896363.7226309696 6292715.156480436),POINT (896986.9014815555 6292473.450711474),0.00047461797906142816,10000.0,0.2
344,POINT (907598.7428808012 6283741.954408792),POINT (909183.250530787 6288530.034517719),0.0015095376294307883,10000.0,0.2
345,POINT (914747.7403938794 6297208.768367862),POINT (912241.8681129823 6294577.789293941),0.002240139446713806,10000.0,0.2
346,POINT (910190.6441274129 6289800.346241148),POINT (913331.7659870842 6290904.134397974),0.003319427047822902,10000.0,0.2
347,POINT (908426.8931002961 6278629.981203063),POINT (908641.2674991969 6278105.775176696),0.0010157121577185494,10000.0,0.2
348,POINT (913056.3831662079 6289887.439026448),POINT (914982.363649914 6292826.797947381),0.0020969059679342007,10000.0,0.2
349,POINT (899759.4735130228 6303742.070733506),POINT (903675.5051092734 6298809.898585267),0.0001935540220052977,10000.0,0.2
350,POINT (898901.4041170675 6293252.200754161),POINT (892171.9685070415 6277915.448755927),0.000665697001243621,10000.0,0.2
351,POINT (910058.1783552513 6291748.236458022),POINT (915022.4654448152 6291712.550815312),0.003964371570332059,10000.0,0.2
352,POINT (913480.3705562174 6293658.744555496),POINT (916394.9275801048 6295207.880088039),0.0030509655481412118,10000.0,0.2
353,POINT (905197.4801715374 6287681.5175081715),POINT (908601.3584239377 6289547.100506057),0.001682685277308482,10000.0,0.2
354,POINT (898494.2912137388 6272010.195661706),POINT (905797.5502807789 6274871.112942379),0.0008072453920009306,10000.0,0.2
355,POINT (904354.9462743273 6286570.350848947),POINT (899655.7952215752 6282826.042761574),0.0017786897789363102,10000.0,0.2
356,POINT (914944.262877909 6297445.2934720125),POINT (914342.371446426 6297866.91194619),0.0020139766177246885,10000.0,0.2
357,POINT (912981.4708516621 6286213.864749545),POINT (912939.1372535292 6286710.049260078),0.0008773713928323687,10000.0,0.2
358,POINT (902852.3609536903 6296227.578354708),POINT (903725.5146141993 6296589.531090852),0.0007116877197817964,10000.0,0.2
359,POINT (915923.274951567 6296524.698657682),POINT (915540.6170035726 6297223.694091728),0.0016602298379498376,10000.0,0.2
